case_type,case_label,mashup_id,mashup_name,api_id,api_name,api_group,direct_api_name_mention,direct_api_name_match,selection_level,selection_rule,strict_clean,scf_seed_appearances,lightgcn_seed_appearances,graph_bge_seed_appearances,bge_seed_appearances,scf_consensus_rank,lightgcn_consensus_rank,graph_bge_consensus_rank,bge_consensus_rank,scf_best_seed_rank,num_positives,head_positives,middle_positives,tail_positives,unseen_positives,scf_total_hits_over_3_seeds,all_methods_total_hits_over_3_seeds
middle_rescue,Middle API 语义协同补救案例,7145,Precisenews 2,728,Moreover,Middle,0.0,,4,SCF 共识排名优于 LightGCN，但稳定性或清洗条件已放宽,1,3.0,3.0,0.0,0.0,3.0,9.0,,,2.0,15,,,,,,
middle_rescue,Middle API 语义协同补救案例,7168,Mobile Emulator,646,Page2images,Middle,1.0,page2images,4,SCF 共识排名优于 LightGCN，但稳定性或清洗条件已放宽,0,3.0,1.0,0.0,3.0,3.0,,,1.0,2.0,1,,,,,,
middle_rescue,Middle API 语义协同补救案例,7208,Indash Sms Dashboard Auto Responder For Nexmo,223,Nexmo Wholesale Sms,Middle,0.0,,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,3.0,0.0,0.0,3.0,3.0,,,2.0,2.0,4,,,,,,
middle_rescue,Middle API 语义协同补救案例,7254,Ufomaps 3d,900,Poly9 Freeearth,Middle,0.0,,0,严格清洗子集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,1,3.0,0.0,0.0,3.0,3.0,,,1.0,3.0,1,,,,,,
middle_rescue,Middle API 语义协同补救案例,7255,Twittervision 3d,900,Poly9 Freeearth,Middle,0.0,,4,SCF 共识排名优于 LightGCN，但稳定性或清洗条件已放宽,0,1.0,0.0,0.0,3.0,,,,2.0,10.0,2,,,,,,
middle_rescue,Middle API 语义协同补救案例,7352,Where Is My Train,1031,Mappy,Middle,1.0,mappy,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,2.0,0.0,0.0,3.0,6.0,,,1.0,4.0,1,,,,,,
middle_rescue,Middle API 语义协同补救案例,7619,Iconference,1624,Ringful,Middle,0.0,,4,SCF 共识排名优于 LightGCN，但稳定性或清洗条件已放宽,1,3.0,3.0,0.0,3.0,3.0,4.0,,2.0,3.0,1,,,,,,
middle_rescue,Middle API 语义协同补救案例,7727,Twitter Times,851,What The Trend,Middle,0.0,,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,3.0,0.0,0.0,3.0,2.0,,,1.0,2.0,4,,,,,,
middle_rescue,Middle API 语义协同补救案例,7737,Vdiddy,532,Grouper Video,Middle,0.0,,0,严格清洗子集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,1,3.0,0.0,0.0,0.0,8.0,,,,7.0,3,,,,,,
middle_rescue,Middle API 语义协同补救案例,7785,Fantastic Top Artists,311,Seatwave,Middle,1.0,seatwave,4,SCF 共识排名优于 LightGCN，但稳定性或清洗条件已放宽,0,3.0,2.0,0.0,0.0,7.0,9.0,,,6.0,1,,,,,,
middle_rescue,Middle API 语义协同补救案例,7841,Event Browser,311,Seatwave,Middle,1.0,seatwave,4,SCF 共识排名优于 LightGCN，但稳定性或清洗条件已放宽,0,3.0,2.0,2.0,3.0,1.0,8.0,10.0,1.0,1.0,2,,,,,,
middle_rescue,Middle API 语义协同补救案例,8056,Weather Alerts,1598,Noaa National Weather Service Nws,Middle,0.0,,0,严格清洗子集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,1,2.0,0.0,0.0,0.0,10.0,,,,10.0,1,,,,,,
middle_rescue,Middle API 语义协同补救案例,8128,30 Boxes Evoketv,428,30 Boxes,Middle,1.0,30 boxes,4,SCF 共识排名优于 LightGCN，但稳定性或清洗条件已放宽,0,3.0,3.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1,,,,,,
middle_rescue,Middle API 语义协同补救案例,8171,Canadian Skating Rink Arena Finder,1271,Loxcel,Middle,0.0,,4,SCF 共识排名优于 LightGCN，但稳定性或清洗条件已放宽,0,3.0,3.0,0.0,0.0,2.0,3.0,,,2.0,3,,,,,,
tail_rescue,Tail API 语义协同补救案例,25,Poll Position,744,Google Civic Information,Tail,1.0,google civic information,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,3.0,0.0,0.0,3.0,3.0,,,1.0,3.0,3,,,,,,
tail_rescue,Tail API 语义协同补救案例,39,Goolzoom France,331,Geoportail,Tail,1.0,geoportail,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,3.0,0.0,0.0,3.0,2.0,,,1.0,2.0,2,,,,,,
tail_rescue,Tail API 语义协同补救案例,1306,Spokenbuzz On A Map,133,Spokenbuzz,Tail,1.0,spokenbuzz,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,3.0,0.0,0.0,3.0,3.0,,,1.0,3.0,2,,,,,,
tail_rescue,Tail API 语义协同补救案例,1622,"Connecting Consumers And Businesses In Cities, Worldwide!",1029,Us Yellow Pages,Tail,0.0,,4,SCF 共识排名优于 LightGCN，但稳定性或清洗条件已放宽,0,3.0,1.0,0.0,0.0,3.0,,,,3.0,12,,,,,,
tail_rescue,Tail API 语义协同补救案例,2748,Congress Spacebook,936,Capitol Words,Tail,0.0,,4,SCF 共识排名优于 LightGCN，但稳定性或清洗条件已放宽,1,3.0,2.0,0.0,3.0,6.0,9.0,,6.0,6.0,11,,,,,,
tail_rescue,Tail API 语义协同补救案例,3241,Wiserearth Facebook App,109,Wiserearth,Tail,1.0,wiserearth,4,SCF 共识排名优于 LightGCN，但稳定性或清洗条件已放宽,0,1.0,0.0,0.0,3.0,,,,1.0,9.0,2,,,,,,
tail_rescue,Tail API 语义协同补救案例,3249,Click2message,1434,Broadsoft Xtended,Tail,0.0,,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,3.0,0.0,0.0,3.0,4.0,,,8.0,3.0,3,,,,,,
tail_rescue,Tail API 语义协同补救案例,3498,Y!vmail Voice Mail For Your Yahoo! Mail,973,Yahoo Address Book,Tail,0.0,,4,SCF 共识排名优于 LightGCN，但稳定性或清洗条件已放宽,0,3.0,3.0,0.0,0.0,2.0,3.0,,,2.0,3,,,,,,
tail_rescue,Tail API 语义协同补救案例,4190,Precisenews,1574,Syndic8,Tail,0.0,,0,严格清洗子集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,1,3.0,0.0,0.0,0.0,3.0,,,,2.0,15,,,,,,
tail_rescue,Tail API 语义协同补救案例,4190,Precisenews,1467,Newsgator,Tail,0.0,,4,SCF 共识排名优于 LightGCN，但稳定性或清洗条件已放宽,1,3.0,1.0,0.0,0.0,5.0,,,,5.0,15,,,,,,
tail_rescue,Tail API 语义协同补救案例,4270,Editgrid And Box.net,1596,Editgrid,Tail,1.0,editgrid,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,3.0,0.0,0.0,3.0,4.0,,,1.0,4.0,2,,,,,,
tail_rescue,Tail API 语义协同补救案例,4623,Shimmer,1583,Ihealth,Tail,1.0,ihealth,4,SCF 共识排名优于 LightGCN，但稳定性或清洗条件已放宽,0,3.0,3.0,0.0,3.0,3.0,4.0,,5.0,3.0,7,,,,,,
tail_rescue,Tail API 语义协同补救案例,4828,Tarpipe For Evernote,827,Tarpipe,Tail,1.0,tarpipe,4,SCF 共识排名优于 LightGCN，但稳定性或清洗条件已放宽,0,3.0,3.0,0.0,3.0,1.0,2.0,,1.0,1.0,2,,,,,,
tail_rescue,Tail API 语义协同补救案例,4931,Plunker Editor,1137,Plunker,Tail,1.0,plunker,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,3.0,0.0,0.0,3.0,1.0,,,1.0,1.0,2,,,,,,
tail_rescue,Tail API 语义协同补救案例,5242,Fix It Repair Guides Android,1385,Ifixit,Tail,0.0,,0,严格清洗子集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,1,3.0,0.0,0.0,3.0,2.0,,,1.0,2.0,1,,,,,,
tail_rescue,Tail API 语义协同补救案例,5274,Redistricting The Nation,522,Cicero,Tail,0.0,,0,严格清洗子集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,1,3.0,0.0,0.0,3.0,7.0,,,3.0,8.0,1,,,,,,
tail_rescue,Tail API 语义协同补救案例,5292,Dragon's Armory,1372,Daybreak Game Company Census,Tail,0.0,,0,严格清洗子集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,1,3.0,0.0,0.0,3.0,2.0,,,1.0,2.0,1,,,,,,
tail_rescue,Tail API 语义协同补救案例,5307,Pdxster,249,Pdxcouncilconnect,Tail,0.0,,1,严格清洗子集；SCF 至少 2/3 seed 命中；LightGCN 未命中,1,3.0,0.0,2.0,3.0,1.0,,5.0,1.0,1.0,1,,,,,,
tail_rescue,Tail API 语义协同补救案例,5312,North Carolina Breweries,1562,Brewery Db,Tail,0.0,,4,SCF 共识排名优于 LightGCN，但稳定性或清洗条件已放宽,1,3.0,3.0,0.0,3.0,1.0,2.0,,2.0,1.0,1,,,,,,
tail_rescue,Tail API 语义协同补救案例,5341,Sap Anywhere Xero Integration,1523,Xero,Tail,1.0,xero,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,3.0,0.0,0.0,3.0,5.0,,,3.0,4.0,2,,,,,,
tail_rescue,Tail API 语义协同补救案例,5344,Twick.it On Layar,327,Layar,Tail,1.0,layar,3,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 未命中,0,3.0,0.0,2.0,3.0,3.0,,5.0,1.0,2.0,2,,,,,,
tail_rescue,Tail API 语义协同补救案例,5345,Alt What Now,327,Layar,Tail,1.0,layar,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,3.0,0.0,0.0,3.0,2.0,,,1.0,2.0,5,,,,,,
tail_rescue,Tail API 语义协同补救案例,5411,Boom Cellar,1057,Highcharts Highstock,Tail,0.0,,0,严格清洗子集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,1,3.0,0.0,0.0,0.0,7.0,,,,5.0,1,,,,,,
tail_rescue,Tail API 语义协同补救案例,5438,Pizza Coupons,1480,Dealsurf,Tail,0.0,,0,严格清洗子集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,1,3.0,0.0,0.0,3.0,4.0,,,9.0,3.0,3,,,,,,
tail_rescue,Tail API 语义协同补救案例,5438,Pizza Coupons,812,Adility,Tail,0.0,,4,SCF 共识排名优于 LightGCN，但稳定性或清洗条件已放宽,1,3.0,1.0,0.0,0.0,8.0,,,,8.0,3,,,,,,
tail_rescue,Tail API 语义协同补救案例,5438,Pizza Coupons,1063,Retailmenot.com Community Ideas,Tail,0.0,,4,SCF 共识排名优于 LightGCN，但稳定性或清洗条件已放宽,1,3.0,2.0,0.0,3.0,2.0,10.0,,3.0,2.0,3,,,,,,
tail_rescue,Tail API 语义协同补救案例,5475,Online Pdf Generator,1563,Anything2pdf,Tail,0.0,,0,严格清洗子集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,1,3.0,0.0,0.0,3.0,2.0,,,1.0,2.0,1,,,,,,
tail_rescue,Tail API 语义协同补救案例,5481,Stupeflix Wikipedia Videos,798,Stupeflix,Tail,1.0,stupeflix,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,3.0,0.0,0.0,3.0,2.0,,,1.0,2.0,1,,,,,,
tail_rescue,Tail API 语义协同补救案例,5484,Currency Converter,49,Foxrate,Tail,0.0,,0,严格清洗子集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,1,2.0,0.0,0.0,3.0,9.0,,,4.0,7.0,1,,,,,,
tail_rescue,Tail API 语义协同补救案例,5494,My Wikia,611,Wikia,Tail,1.0,wikia,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,3.0,0.0,0.0,3.0,7.0,,,7.0,6.0,1,,,,,,
tail_rescue,Tail API 语义协同补救案例,5507,Deki Wiki Digg Extension,1164,Mindtouch Deki Wiki,Tail,0.0,,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,3.0,0.0,0.0,3.0,5.0,,,10.0,5.0,2,,,,,,
tail_rescue,Tail API 语义协同补救案例,5512,Discovery Channel Nasa,69,Evoca,Tail,1.0,evoca,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,3.0,0.0,0.0,3.0,3.0,,,1.0,3.0,1,,,,,,
tail_rescue,Tail API 语义协同补救案例,5577,Backlink Checker,434,Ahrefs,Tail,1.0,ahrefs,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,3.0,0.0,0.0,3.0,1.0,,,1.0,1.0,1,,,,,,
tail_rescue,Tail API 语义协同补救案例,6335,Chacha.im Add Chacha As Your Im Buddy,1616,Chacha,Tail,1.0,chacha,4,SCF 共识排名优于 LightGCN，但稳定性或清洗条件已放宽,0,3.0,3.0,0.0,3.0,1.0,2.0,,1.0,1.0,3,,,,,,
tail_rescue,Tail API 语义协同补救案例,6430,Now Yahoo Music Player Plugin,1600,Yahoo Music Engine,Tail,0.0,,0,严格清洗子集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,1,3.0,0.0,0.0,3.0,9.0,,,4.0,7.0,1,,,,,,
tail_rescue,Tail API 语义协同补救案例,6432,Api Discovery With Scheme,249,Pdxcouncilconnect,Tail,1.0,pdxcouncilconnect,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,3.0,0.0,0.0,3.0,1.0,,,1.0,1.0,1,,,,,,
tail_rescue,Tail API 语义协同补救案例,6482,Hubot Food,1470,Ordr.in,Tail,1.0,ordrin,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,3.0,0.0,0.0,3.0,1.0,,,1.0,1.0,1,,,,,,
tail_rescue,Tail API 语义协同补救案例,7072,Scanurl.net,261,Google Safe Browsing,Tail,1.0,google safe browsing,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,3.0,0.0,0.0,3.0,4.0,,,2.0,4.0,3,,,,,,
tail_rescue,Tail API 语义协同补救案例,7145,Precisenews 2,1574,Syndic8,Tail,0.0,,0,严格清洗子集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,1,3.0,0.0,0.0,0.0,5.0,,,,3.0,15,,,,,,
tail_rescue,Tail API 语义协同补救案例,7145,Precisenews 2,1467,Newsgator,Tail,0.0,,0,严格清洗子集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,1,2.0,0.0,0.0,0.0,10.0,,,,9.0,15,,,,,,
tail_rescue,Tail API 语义协同补救案例,7243,Wehostels,1363,Bookingmarkets,Tail,0.0,,0,严格清洗子集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,1,3.0,0.0,0.0,3.0,6.0,,,5.0,5.0,1,,,,,,
tail_rescue,Tail API 语义协同补救案例,7627,Infosniper Locate Ip On Map,1638,Infosniper.net,Tail,0.0,,4,SCF 共识排名优于 LightGCN，但稳定性或清洗条件已放宽,1,3.0,3.0,0.0,3.0,1.0,2.0,,1.0,1.0,1,,,,,,
tail_rescue,Tail API 语义协同补救案例,7677,Checkware Product Information,334,Warenet Checkware,Tail,0.0,,0,严格清洗子集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,1,3.0,0.0,0.0,3.0,4.0,,,1.0,4.0,1,,,,,,
tail_rescue,Tail API 语义协同补救案例,7685,Piesync Power Of Highrise In Google Apps,576,Google Provisioning,Tail,0.0,,4,SCF 共识排名优于 LightGCN，但稳定性或清洗条件已放宽,0,3.0,3.0,0.0,0.0,4.0,7.0,,,4.0,7,,,,,,
unseen_rescue,训练交互未见 API 零样式补救案例,233,The Book Report,213,Readmill,Unseen,1.0,readmill,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,3.0,0.0,0.0,3.0,7.0,,,1.0,7.0,2,,,,,,
unseen_rescue,训练交互未见 API 零样式补救案例,306,Jammap,1074,Jamendo,Unseen,1.0,jamendo,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,3.0,0.0,0.0,3.0,6.0,,,1.0,6.0,2,,,,,,
unseen_rescue,训练交互未见 API 零样式补救案例,629,Cosmos And Culture,529,Science Museum,Unseen,1.0,science museum,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,3.0,0.0,0.0,3.0,4.0,,,1.0,4.0,2,,,,,,
unseen_rescue,训练交互未见 API 零样式补救案例,1157,Cribq Rental Housing Dashboard,1280,Rentometer,Unseen,1.0,rentometer,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,3.0,0.0,0.0,3.0,5.0,,,1.0,3.0,5,,,,,,
unseen_rescue,训练交互未见 API 零样式补救案例,2654,Moviegram,674,Trailer Addict,Unseen,0.0,,0,严格清洗子集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,1,3.0,0.0,0.0,3.0,8.0,,,3.0,8.0,3,,,,,,
unseen_rescue,训练交互未见 API 零样式补救案例,3257,Aolmail For Facebook,558,Aol Open Mail,Unseen,0.0,,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,3.0,0.0,0.0,3.0,4.0,,,1.0,3.0,3,,,,,,
unseen_rescue,训练交互未见 API 零样式补救案例,3844,Mapyourmp,1135,Theyworkforyou,Unseen,0.0,,0,严格清洗子集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,1,3.0,0.0,0.0,3.0,6.0,,,1.0,7.0,3,,,,,,
unseen_rescue,训练交互未见 API 零样式补救案例,4521,Shorten Url,678,Urlborg,Unseen,0.0,,0,严格清洗子集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,1,3.0,0.0,0.0,3.0,7.0,,,4.0,7.0,13,,,,,,
unseen_rescue,训练交互未见 API 零样式补救案例,4735,Eldercare Locator By Phone Or Text (sms),1026,Eldercare Locator,Unseen,1.0,eldercare locator,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,3.0,0.0,0.0,3.0,3.0,,,1.0,3.0,3,,,,,,
unseen_rescue,训练交互未见 API 零样式补救案例,4787,Aol Mail On Netvibes,558,Aol Open Mail,Unseen,0.0,,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,2.0,0.0,0.0,3.0,,,,3.0,8.0,3,,,,,,
unseen_rescue,训练交互未见 API 零样式补救案例,4801,Kissmetrics On Shopify,484,Kissmetrics,Unseen,1.0,kissmetrics,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,3.0,0.0,0.0,3.0,1.0,,,1.0,1.0,2,,,,,,
unseen_rescue,训练交互未见 API 零样式补救案例,5064,Speed Upper,330,Google Page Speed Online,Unseen,0.0,,0,严格清洗子集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,1,3.0,0.0,0.0,3.0,3.0,,,1.0,2.0,3,,,,,,
unseen_rescue,训练交互未见 API 零样式补救案例,5255,Analytics Edge Connector For Constant Contact,557,Constantcontact,Unseen,0.0,,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,3.0,0.0,0.0,3.0,2.0,,,1.0,1.0,1,,,,,,
unseen_rescue,训练交互未见 API 零样式补救案例,5341,Sap Anywhere Xero Integration,902,Sap Anywhere,Unseen,1.0,sap anywhere,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,3.0,0.0,0.0,3.0,2.0,,,1.0,2.0,2,,,,,,
unseen_rescue,训练交互未见 API 零样式补救案例,5342,Nospeech3,1502,Acapela,Unseen,1.0,acapela,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,3.0,0.0,0.0,3.0,1.0,,,1.0,1.0,3,,,,,,
unseen_rescue,训练交互未见 API 零样式补救案例,5357,Resumedroppr,1152,Beenverified,Unseen,1.0,beenverified,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,3.0,0.0,0.0,3.0,3.0,,,1.0,2.0,2,,,,,,
unseen_rescue,训练交互未见 API 零样式补救案例,5392,Usa Name Data (bigquery Public Dataset),148,Google Bigquery,Unseen,0.0,,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,3.0,0.0,0.0,3.0,7.0,,,1.0,6.0,2,,,,,,
unseen_rescue,训练交互未见 API 零样式补救案例,5407,Zilyo Vacation Rental,1134,Zilyo Vacation Rental,Unseen,1.0,zilyo vacation rental,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,3.0,0.0,0.0,3.0,2.0,,,1.0,2.0,4,,,,,,
unseen_rescue,训练交互未见 API 零样式补救案例,5407,Zilyo Vacation Rental,31,Roomorama,Unseen,1.0,roomorama,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,3.0,0.0,0.0,3.0,8.0,,,2.0,7.0,4,,,,,,
unseen_rescue,训练交互未见 API 零样式补救案例,5428,Webservicespros Customized Integration Solution For Americommerce,1191,Americommerce,Unseen,1.0,americommerce,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,3.0,0.0,0.0,3.0,4.0,,,1.0,3.0,1,,,,,,
unseen_rescue,训练交互未见 API 零样式补救案例,5462,Tinfile,724,Softonic,Unseen,1.0,softonic,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,3.0,0.0,0.0,3.0,3.0,,,1.0,3.0,1,,,,,,
unseen_rescue,训练交互未见 API 零样式补救案例,5468,Xlancer,937,Elance,Unseen,1.0,elance,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,3.0,0.0,0.0,3.0,7.0,,,1.0,6.0,1,,,,,,
unseen_rescue,训练交互未见 API 零样式补救案例,5511,Digitalbucket With E Signatures,1121,Digitalbucket,Unseen,1.0,digitalbucket,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,3.0,0.0,0.0,3.0,4.0,,,3.0,4.0,2,,,,,,
unseen_rescue,训练交互未见 API 零样式补救案例,5537,Voice Apps,288,Dialogflow Standard Webhooks,Unseen,0.0,,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,3.0,0.0,0.0,3.0,8.0,,,2.0,6.0,5,,,,,,
unseen_rescue,训练交互未见 API 零样式补救案例,5537,Voice Apps,1641,Amazon Alexa Smart Home Skills,Unseen,0.0,,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,3.0,0.0,0.0,3.0,5.0,,,1.0,3.0,5,,,,,,
unseen_rescue,训练交互未见 API 零样式补救案例,5537,Voice Apps,22,Alexa Skill Management,Unseen,0.0,,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,3.0,0.0,0.0,3.0,7.0,,,3.0,5.0,5,,,,,,
unseen_rescue,训练交互未见 API 零样式补救案例,5544,Get Digitalhealth Patient Generated Health Data Pilots,29,Gethealth,Unseen,0.0,,0,严格清洗子集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,1,3.0,0.0,0.0,3.0,1.0,,,1.0,1.0,1,,,,,,
unseen_rescue,训练交互未见 API 零样式补救案例,5547,Beeplus,842,Bondora,Unseen,1.0,bondora,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,3.0,0.0,0.0,3.0,2.0,,,1.0,2.0,1,,,,,,
unseen_rescue,训练交互未见 API 零样式补救案例,5559,Best Bitcoin Price,1393,Canadian Bitcoin Index,Unseen,0.0,,0,严格清洗子集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,1,3.0,0.0,0.0,3.0,7.0,,,1.0,6.0,1,,,,,,
unseen_rescue,训练交互未见 API 零样式补救案例,5561,Last 10k: Financial Statements,246,Last 10k Company,Unseen,0.0,,0,严格清洗子集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,1,3.0,0.0,0.0,3.0,1.0,,,1.0,1.0,1,,,,,,
unseen_rescue,训练交互未见 API 零样式补救案例,5565,Bizvizz App,950,Bizvizz,Unseen,1.0,bizvizz,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,3.0,0.0,0.0,3.0,1.0,,,1.0,1.0,1,,,,,,
unseen_rescue,训练交互未见 API 零样式补救案例,5578,Sdmx Sax Faces,993,Oecd Open Data,Unseen,1.0,oecd open data,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,3.0,0.0,0.0,3.0,3.0,,,1.0,2.0,1,,,,,,
unseen_rescue,训练交互未见 API 零样式补救案例,5579,Safetycheck,1124,Your Mapper Crimescore,Unseen,0.0,,0,严格清洗子集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,1,3.0,0.0,0.0,3.0,2.0,,,1.0,2.0,1,,,,,,
unseen_rescue,训练交互未见 API 零样式补救案例,5581,Swyft,178,Gtfs Data Exchange,Unseen,1.0,gtfs data exchange,2,完整测试集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,0,3.0,0.0,0.0,3.0,7.0,,,3.0,6.0,1,,,,,,
unseen_rescue,训练交互未见 API 零样式补救案例,5585,Netherlands Citysdk,870,Citysdk Mobility,Unseen,0.0,,0,严格清洗子集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,1,3.0,0.0,0.0,3.0,2.0,,,1.0,2.0,1,,,,,,
unseen_rescue,训练交互未见 API 零样式补救案例,5589,Rentenna,1228,Block Avenue Neighborhood Reviews,Unseen,0.0,,0,严格清洗子集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,1,3.0,0.0,0.0,3.0,2.0,,,1.0,2.0,1,,,,,,
unseen_rescue,训练交互未见 API 零样式补救案例,5605,That Was My Jam,41,This Is My Jam,Unseen,0.0,,0,严格清洗子集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,1,3.0,0.0,0.0,3.0,4.0,,,1.0,4.0,1,,,,,,
unseen_rescue,训练交互未见 API 零样式补救案例,5610,Posto,1595,Resfly,Unseen,0.0,,0,严格清洗子集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,1,3.0,0.0,0.0,3.0,5.0,,,1.0,4.0,1,,,,,,
unseen_rescue,训练交互未见 API 零样式补救案例,5612,Plan My Hotel,396,Hotelston,Unseen,0.0,,0,严格清洗子集；SCF 至少 2/3 seed 命中；LightGCN 与 Graph+BGE 均未命中,1,3.0,0.0,0.0,3.0,7.0,,,3.0,7.0,2,,,,,,
