case_type,case_label,mashup_id,mashup_name,method,rank,api_id,api_name,api_description,api_group,train_frequency,is_positive,reciprocal_rank_score,seed_appearances,mean_rank_when_present,mashup_slug,mashup_description,api_slug
middle_success,Graph+BGE retrieves a Middle positive API,8128,30 Boxes Evoketv,Graph-only,1,624,Google Maps,api longer available google map service split multiple apis including static map api street view image api direction apis distance matrix api elevation api geocoding api geolocation api place api road api time zone apithis page maintained purely historical research purposesthe google map api allow embedding google map onto web page outside developer using simple javascript interface flash interface designed work mobile device well traditional desktop browser application api includes language localization 50 language region localization geocoding ha mechanism enterprise developer want utilize google map api within intranet api http service accessed secure http connection google map api premier customer,Head,1898,0,3.0,3,1.0,30-boxes-evoketv,mashup technique adding evoketv listing automoatically 30 box calendar,google-maps
middle_success,Graph+BGE retrieves a Middle positive API,8128,30 Boxes Evoketv,Graph-only,2,1079,Twitter,api longer available ha split multiple apis including twitter ad api twitter search tweet api twitter direct message apithis profile maintained historical research reference purpose onlythe twitter microblogging service includes two restful apis twitter rest api method allow developer access core twitter data includes update timeline status data user information search api method give developer method interact twitter search trend data api presently support following data format xml json r atom syndication format method accepting subset format,Head,629,0,1.5,3,2.0,30-boxes-evoketv,mashup technique adding evoketv listing automoatically 30 box calendar,twitter
middle_success,Graph+BGE retrieves a Middle positive API,8128,30 Boxes Evoketv,Graph-only,3,1069,Youtube,data api allows user integrate program youtube allow perform many operation available website provides capability search video retrieve standard feed see related content program also authenticate user upload video modify user playlist integration used variety us developing web application allowing user upload video youtube device desktop application brings youtube experience new platform data api give user programmatic access video user information stored youtube used personalize web site application user existing information well perform action like commenting rating video restful api provides response xml format,Head,513,0,1.0,3,3.0,30-boxes-evoketv,mashup technique adding evoketv listing automoatically 30 box calendar,youtube
middle_success,Graph+BGE retrieves a Middle positive API,8128,30 Boxes Evoketv,Graph-only,4,90,Flickr,flickr api used retrieve photo flickr photo sharing service using variety feed public photo video favorite friend group pool discussion api also used upload photo videothe flickr api support many protocol including rest soap xmlrpc response formatted xml xmlrpc json php documentation included 14 api kit library,Head,458,0,0.7,3,4.333333333333333,30-boxes-evoketv,mashup technique adding evoketv listing automoatically 30 box calendar,flickr
middle_success,Graph+BGE retrieves a Middle positive API,8128,30 Boxes Evoketv,Graph-only,5,867,Facebook,api longer available function split among following apis facebook ad facebook atlas facebook graph facebook marketing profile maintained purely historical research purposesthe facebook api platform building application available member social network facebook api allows application use social connection profile information make application involving publish activity news feed profile page facebook subject individual user privacy setting api user add social context application utilizing profile friend page group photo event data api us restful protocol response json format,Head,354,0,0.65,3,4.666666666666667,30-boxes-evoketv,mashup technique adding evoketv listing automoatically 30 box calendar,facebook
middle_success,Graph+BGE retrieves a Middle positive API,8128,30 Boxes Evoketv,Graph-only,6,96,Amazon Product Advertising,wa formerly ec ecommerce service ha renamed product advertising api api developer retrieve product information api expose amazon product data ecommerce functionality allows developer web site publisher others leverage amazon product discovery feature amazon us power business potentially make money amazon affiliate additionally api ha feature allowing developer advertise proucts let user search amazon product help user discover amazon product rest soap apis provided profile rest api,Head,322,0,0.5,3,6.0,30-boxes-evoketv,mashup technique adding evoketv listing automoatically 30 box calendar,amazon-product-advertising
middle_success,Graph+BGE retrieves a Middle positive API,8128,30 Boxes Evoketv,Graph-only,7,1401,Last Fm,lastfm api give user ability build program using lastfm data whether web desktop mobile device restful api allows read write access full slate lastfm music data resource album artist playlist event user allows user call method respond either xml json,Head,178,0,0.4285714285714285,3,7.0,30-boxes-evoketv,mashup technique adding evoketv listing automoatically 30 box calendar,last.fm
middle_success,Graph+BGE retrieves a Middle positive API,8128,30 Boxes Evoketv,Graph-only,8,634,Ebay,ebays primary web service found three following apis trading api designed provide robust support transactional activity service offered trading api allow developer list item manage user information get item information manage ebay sale purchase shopping api lightweight service optimized buyer shopping browsing shopping api let user take search ebay put site application api designed creation buying application fast response time finding api ebays next generation search api finding api provides relevant search result compared existing search apis ha array search refinement capability developer leverage finding api integrate robust searching browsing experience buying application note october 2011 ebay ha deprecated getsearchresults …,Head,164,0,0.3611111111111111,3,8.333333333333334,30-boxes-evoketv,mashup technique adding evoketv listing automoatically 30 box calendar,ebay
middle_success,Graph+BGE retrieves a Middle positive API,8128,30 Boxes Evoketv,Graph-only,9,712,Twilio,twilio provides simple hosted api markup language business quickly build scalable reliable advanced voice sm communication application twilio provides telephony infrastructure web service cloud enabling web programmer integrate realtime phone call application twilios simple payasyougo pricing model mean customer pay capacity need voice application written twilios cloud solution scale transparently eliminating programming operational contractual headache frequently associated rapid growth traffic spike twilio provides cloud api voice sm communication leverage existing web development skill resource infrastructure minimizes learning curve required build advanced reliable voice communication application solve critical business need syntax programming model focused making application development close requestresponse model web …,Head,270,0,0.3361111111111111,3,9.0,30-boxes-evoketv,mashup technique adding evoketv listing automoatically 30 box calendar,twilio
middle_success,Graph+BGE retrieves a Middle positive API,8128,30 Boxes Evoketv,Graph-only,10,204,Google Search,note december 2006 api longer actively supported google suggest developer use google ajax search api,Head,138,0,0.1111111111111111,1,9.0,30-boxes-evoketv,mashup technique adding evoketv listing automoatically 30 box calendar,google-search
middle_success,Graph+BGE retrieves a Middle positive API,8128,30 Boxes Evoketv,BGE-only,1,428,30 Boxes,30 box calendaring service allows organize life share friend also keep track friend calendar 30 box interface flickr livejournal blogger among others 30 box also support sm email notification,Middle,3,1,3.0,3,1.0,30-boxes-evoketv,mashup technique adding evoketv listing automoatically 30 box calendar,30-boxes
middle_success,Graph+BGE retrieves a Middle positive API,8128,30 Boxes Evoketv,BGE-only,2,69,Evoca,offer customer audience supporter easy way record play content comment review testimonial opinion online let call website phone landline mobile skype restful http api integrates phonetoweb feature existing web application also includes recording using customizable flash recorder customization selfservice configuration medium management feature part innovative highly scalable medium platform access free developer version available httpwwwevocacomdevelopersdeveloperversionuseragreemephp,Tail,1,0,1.5,3,2.0,30-boxes-evoketv,mashup technique adding evoketv listing automoatically 30 box calendar,evoca
middle_success,Graph+BGE retrieves a Middle positive API,8128,30 Boxes Evoketv,BGE-only,3,1630,5min,use 5mincom api integrate 5min howto instructional knowledge video site widget application use videoseed api semantically attach video url get info usersvideos category,Tail,1,0,1.0,3,3.0,30-boxes-evoketv,mashup technique adding evoketv listing automoatically 30 box calendar,5min
middle_success,Graph+BGE retrieves a Middle positive API,8128,30 Boxes Evoketv,BGE-only,4,1445,Backpack,backpack webbased personal information manager small business application support usercreated page calendar feature usercreated page include todo list inline photo gallery note file attachment page sharing feature calendar include support icalendar emailsms reminder colorcoding calendar icalendar sharing,Middle,3,0,0.75,3,4.0,30-boxes-evoketv,mashup technique adding evoketv listing automoatically 30 box calendar,backpack
middle_success,Graph+BGE retrieves a Middle positive API,8128,30 Boxes Evoketv,BGE-only,5,318,Eventful,eventful world largest collection event taking place local market throughout world concert sport single event political rally eventfulcom built upon unique open platform enables partner web application leverage eventfuls data feature functionality via eventful api eventful api provides access entire site database enabling developer integrate functionality eventful platform web application common api task include event venue search api us restful call response formatted either xml json yaml,Head,32,0,0.6000000000000001,3,5.0,30-boxes-evoketv,mashup technique adding evoketv listing automoatically 30 box calendar,eventful
middle_success,Graph+BGE retrieves a Middle positive API,8128,30 Boxes Evoketv,BGE-only,6,1427,Producteev,producteev task management todo list application team individual connected email im twitter mobile iphone gmail google calendar soon many tool keep task synchronized,Tail,2,0,0.5,3,6.0,30-boxes-evoketv,mashup technique adding evoketv listing automoatically 30 box calendar,producteev
middle_success,Graph+BGE retrieves a Middle positive API,8128,30 Boxes Evoketv,BGE-only,7,524,Wishpot Shopping,wishpot web service allow create wishlists track price collect donation item desired 3 shopping apis wishlist registry management price alert chip automatically become wishpot publisher start accruing revenue immediately send email doc main wishpot site tagging item toolbar widget shop running list thing want plus price drop alert also ha social feature like facebook integration friend management one place,Tail,1,0,0.4285714285714285,3,7.0,30-boxes-evoketv,mashup technique adding evoketv listing automoatically 30 box calendar,wishpot-shopping
middle_success,Graph+BGE retrieves a Middle positive API,8128,30 Boxes Evoketv,BGE-only,8,1123,Doodle,doodle api allows create conduct poll use doodle service schedule event reach consensus topic doodle poll also integrated facebook igoogle page,Tail,1,0,0.375,3,8.0,30-boxes-evoketv,mashup technique adding evoketv listing automoatically 30 box calendar,doodle
middle_success,Graph+BGE retrieves a Middle positive API,8128,30 Boxes Evoketv,BGE-only,9,1288,Cnet,site service make wealth data available mashup community creation rich consumer site initial dataset include full cnet catalog technology product software title dataset drive highly trafficked site cnet review shoppercom downloadcom time api add news article community content blog post full product review api designed easy data discovery integration interface restbased supporting xml json response format ha undergone extensive performance optimization order ensure rapid response time simplify query creation tool called dashboard available allows user interactively select data set include response stream,Head,13,0,0.3333333333333333,3,9.0,30-boxes-evoketv,mashup technique adding evoketv listing automoatically 30 box calendar,cnet
middle_success,Graph+BGE retrieves a Middle positive API,8128,30 Boxes Evoketv,BGE-only,10,1024,Vodpod,programmatically thing site use api create video widget get video list complete metadata player upload video get thumbnail retrieve activity list,Middle,2,0,0.3,3,10.0,30-boxes-evoketv,mashup technique adding evoketv listing automoatically 30 box calendar,vodpod
middle_success,Graph+BGE retrieves a Middle positive API,8128,30 Boxes Evoketv,Graph+BGE,1,428,30 Boxes,30 box calendaring service allows organize life share friend also keep track friend calendar 30 box interface flickr livejournal blogger among others 30 box also support sm email notification,Middle,3,1,2.333333333333333,3,1.6666666666666667,30-boxes-evoketv,mashup technique adding evoketv listing automoatically 30 box calendar,30-boxes
middle_success,Graph+BGE retrieves a Middle positive API,8128,30 Boxes Evoketv,Graph+BGE,2,1069,Youtube,data api allows user integrate program youtube allow perform many operation available website provides capability search video retrieve standard feed see related content program also authenticate user upload video modify user playlist integration used variety us developing web application allowing user upload video youtube device desktop application brings youtube experience new platform data api give user programmatic access video user information stored youtube used personalize web site application user existing information well perform action like commenting rating video restful api provides response xml format,Head,513,0,1.75,3,2.333333333333333,30-boxes-evoketv,mashup technique adding evoketv listing automoatically 30 box calendar,youtube
middle_success,Graph+BGE retrieves a Middle positive API,8128,30 Boxes Evoketv,Graph+BGE,3,624,Google Maps,api longer available google map service split multiple apis including static map api street view image api direction apis distance matrix api elevation api geocoding api geolocation api place api road api time zone apithis page maintained purely historical research purposesthe google map api allow embedding google map onto web page outside developer using simple javascript interface flash interface designed work mobile device well traditional desktop browser application api includes language localization 50 language region localization geocoding ha mechanism enterprise developer want utilize google map api within intranet api http service accessed secure http connection google map api premier customer,Head,1898,0,0.9583333333333331,3,4.333333333333333,30-boxes-evoketv,mashup technique adding evoketv listing automoatically 30 box calendar,google-maps
middle_success,Graph+BGE retrieves a Middle positive API,8128,30 Boxes Evoketv,Graph+BGE,4,271,Google Calendar,calendar data api let user perform operation normal google calendar user google calendar website google calendar allows client application view update calendar event form google data api gdata feed calendar data api let user incorporate calendar functionality application website user edit calendar create delete event query event match particular criterion send invitation many possible us calendar data api example user create web front end group calendar us google calendar back end public calendar generated google calendar display based company event database user search relevant calendar display list upcoming event calendar,Head,30,0,0.7833333333333333,3,4.0,30-boxes-evoketv,mashup technique adding evoketv listing automoatically 30 box calendar,google-calendar
middle_success,Graph+BGE retrieves a Middle positive API,8128,30 Boxes Evoketv,Graph+BGE,5,318,Eventful,eventful world largest collection event taking place local market throughout world concert sport single event political rally eventfulcom built upon unique open platform enables partner web application leverage eventfuls data feature functionality via eventful api eventful api provides access entire site database enabling developer integrate functionality eventful platform web application common api task include event venue search api us restful call response formatted either xml json yaml,Head,32,0,0.6428571428571428,2,4.5,30-boxes-evoketv,mashup technique adding evoketv listing automoatically 30 box calendar,eventful
middle_success,Graph+BGE retrieves a Middle positive API,8128,30 Boxes Evoketv,Graph+BGE,6,413,Google Homepage,site google gadget api provides way put thirdparty content onto google homepage main use google gadget api create gadget miniapplications user add google personalized homepage google property example could create photo album gadget gadget display interactive game api designed simple enough anyone turn web page application gadget,Head,77,0,0.4583333333333332,3,6.666666666666667,30-boxes-evoketv,mashup technique adding evoketv listing automoatically 30 box calendar,google-homepage
middle_success,Graph+BGE retrieves a Middle positive API,8128,30 Boxes Evoketv,Graph+BGE,7,1079,Twitter,api longer available ha split multiple apis including twitter ad api twitter search tweet api twitter direct message apithis profile maintained historical research reference purpose onlythe twitter microblogging service includes two restful apis twitter rest api method allow developer access core twitter data includes update timeline status data user information search api method give developer method interact twitter search trend data api presently support following data format xml json r atom syndication format method accepting subset format,Head,629,0,0.45,2,4.5,30-boxes-evoketv,mashup technique adding evoketv listing automoatically 30 box calendar,twitter
middle_success,Graph+BGE retrieves a Middle positive API,8128,30 Boxes Evoketv,Graph+BGE,8,1401,Last Fm,lastfm api give user ability build program using lastfm data whether web desktop mobile device restful api allows read write access full slate lastfm music data resource album artist playlist event user allows user call method respond either xml json,Head,178,0,0.3916666666666666,3,8.0,30-boxes-evoketv,mashup technique adding evoketv listing automoatically 30 box calendar,last.fm
middle_success,Graph+BGE retrieves a Middle positive API,8128,30 Boxes Evoketv,Graph+BGE,9,735,Box,box modern content management platform transforms organization work collaborate achieve result fasterbox platform provides content apis build secure content experience custom apps box platform organization bring content management collaboration service custom apps build custom integration box,Head,62,0,0.3428571428571428,2,6.0,30-boxes-evoketv,mashup technique adding evoketv listing automoatically 30 box calendar,box
middle_success,Graph+BGE retrieves a Middle positive API,8128,30 Boxes Evoketv,Graph+BGE,10,1288,Cnet,site service make wealth data available mashup community creation rich consumer site initial dataset include full cnet catalog technology product software title dataset drive highly trafficked site cnet review shoppercom downloadcom time api add news article community content blog post full product review api designed easy data discovery integration interface restbased supporting xml json response format ha undergone extensive performance optimization order ensure rapid response time simplify query creation tool called dashboard available allows user interactively select data set include response stream,Head,13,0,0.2539682539682539,2,8.0,30-boxes-evoketv,mashup technique adding evoketv listing automoatically 30 box calendar,cnet
tail_success,Graph+BGE retrieves a Tail positive API,5307,Pdxster,Popularity,1,624,Google Maps,api longer available google map service split multiple apis including static map api street view image api direction apis distance matrix api elevation api geocoding api geolocation api place api road api time zone apithis page maintained purely historical research purposesthe google map api allow embedding google map onto web page outside developer using simple javascript interface flash interface designed work mobile device well traditional desktop browser application api includes language localization 50 language region localization geocoding ha mechanism enterprise developer want utilize google map api within intranet api http service accessed secure http connection google map api premier customer,Head,1898,0,3.0,3,1.0,pdxster,view comment portland oregon city council agenda,google-maps
tail_success,Graph+BGE retrieves a Tail positive API,5307,Pdxster,Popularity,2,1079,Twitter,api longer available ha split multiple apis including twitter ad api twitter search tweet api twitter direct message apithis profile maintained historical research reference purpose onlythe twitter microblogging service includes two restful apis twitter rest api method allow developer access core twitter data includes update timeline status data user information search api method give developer method interact twitter search trend data api presently support following data format xml json r atom syndication format method accepting subset format,Head,629,0,1.5,3,2.0,pdxster,view comment portland oregon city council agenda,twitter
tail_success,Graph+BGE retrieves a Tail positive API,5307,Pdxster,Popularity,3,1069,Youtube,data api allows user integrate program youtube allow perform many operation available website provides capability search video retrieve standard feed see related content program also authenticate user upload video modify user playlist integration used variety us developing web application allowing user upload video youtube device desktop application brings youtube experience new platform data api give user programmatic access video user information stored youtube used personalize web site application user existing information well perform action like commenting rating video restful api provides response xml format,Head,513,0,1.0,3,3.0,pdxster,view comment portland oregon city council agenda,youtube
tail_success,Graph+BGE retrieves a Tail positive API,5307,Pdxster,Popularity,4,90,Flickr,flickr api used retrieve photo flickr photo sharing service using variety feed public photo video favorite friend group pool discussion api also used upload photo videothe flickr api support many protocol including rest soap xmlrpc response formatted xml xmlrpc json php documentation included 14 api kit library,Head,458,0,0.75,3,4.0,pdxster,view comment portland oregon city council agenda,flickr
tail_success,Graph+BGE retrieves a Tail positive API,5307,Pdxster,Popularity,5,867,Facebook,api longer available function split among following apis facebook ad facebook atlas facebook graph facebook marketing profile maintained purely historical research purposesthe facebook api platform building application available member social network facebook api allows application use social connection profile information make application involving publish activity news feed profile page facebook subject individual user privacy setting api user add social context application utilizing profile friend page group photo event data api us restful protocol response json format,Head,354,0,0.6000000000000001,3,5.0,pdxster,view comment portland oregon city council agenda,facebook
tail_success,Graph+BGE retrieves a Tail positive API,5307,Pdxster,Popularity,6,96,Amazon Product Advertising,wa formerly ec ecommerce service ha renamed product advertising api api developer retrieve product information api expose amazon product data ecommerce functionality allows developer web site publisher others leverage amazon product discovery feature amazon us power business potentially make money amazon affiliate additionally api ha feature allowing developer advertise proucts let user search amazon product help user discover amazon product rest soap apis provided profile rest api,Head,322,0,0.5,3,6.0,pdxster,view comment portland oregon city council agenda,amazon-product-advertising
tail_success,Graph+BGE retrieves a Tail positive API,5307,Pdxster,Popularity,7,712,Twilio,twilio provides simple hosted api markup language business quickly build scalable reliable advanced voice sm communication application twilio provides telephony infrastructure web service cloud enabling web programmer integrate realtime phone call application twilios simple payasyougo pricing model mean customer pay capacity need voice application written twilios cloud solution scale transparently eliminating programming operational contractual headache frequently associated rapid growth traffic spike twilio provides cloud api voice sm communication leverage existing web development skill resource infrastructure minimizes learning curve required build advanced reliable voice communication application solve critical business need syntax programming model focused making application development close requestresponse model web …,Head,270,0,0.4285714285714285,3,7.0,pdxster,view comment portland oregon city council agenda,twilio
tail_success,Graph+BGE retrieves a Tail positive API,5307,Pdxster,Popularity,8,1401,Last Fm,lastfm api give user ability build program using lastfm data whether web desktop mobile device restful api allows read write access full slate lastfm music data resource album artist playlist event user allows user call method respond either xml json,Head,178,0,0.375,3,8.0,pdxster,view comment portland oregon city council agenda,last.fm
tail_success,Graph+BGE retrieves a Tail positive API,5307,Pdxster,Popularity,9,634,Ebay,ebays primary web service found three following apis trading api designed provide robust support transactional activity service offered trading api allow developer list item manage user information get item information manage ebay sale purchase shopping api lightweight service optimized buyer shopping browsing shopping api let user take search ebay put site application api designed creation buying application fast response time finding api ebays next generation search api finding api provides relevant search result compared existing search apis ha array search refinement capability developer leverage finding api integrate robust searching browsing experience buying application note october 2011 ebay ha deprecated getsearchresults …,Head,164,0,0.3333333333333333,3,9.0,pdxster,view comment portland oregon city council agenda,ebay
tail_success,Graph+BGE retrieves a Tail positive API,5307,Pdxster,Popularity,10,13,Twilio SMS,twilio provides simple hosted api markup language business quickly build scalable reliable advanced voice sm communication application twilio provides telephony infrastructure web service cloud enabling web programmer integrate realtime phone call application twilios simple payasyougo pricing model mean customer pay capacity need voice application written twilios cloud solution scale transparently eliminating programming operational contractual headache frequently associated rapid growth traffic spike sm api allows user send receive sm message application api implement short code technology allow faster higher volume sm messaging example us api include sending customer automatic sm message multifactor authentication interactive polling api us restful interface,Head,141,0,0.3,3,10.0,pdxster,view comment portland oregon city council agenda,twilio-sms
tail_success,Graph+BGE retrieves a Tail positive API,5307,Pdxster,Graph-only,1,624,Google Maps,api longer available google map service split multiple apis including static map api street view image api direction apis distance matrix api elevation api geocoding api geolocation api place api road api time zone apithis page maintained purely historical research purposesthe google map api allow embedding google map onto web page outside developer using simple javascript interface flash interface designed work mobile device well traditional desktop browser application api includes language localization 50 language region localization geocoding ha mechanism enterprise developer want utilize google map api within intranet api http service accessed secure http connection google map api premier customer,Head,1898,0,3.0,3,1.0,pdxster,view comment portland oregon city council agenda,google-maps
tail_success,Graph+BGE retrieves a Tail positive API,5307,Pdxster,Graph-only,2,1079,Twitter,api longer available ha split multiple apis including twitter ad api twitter search tweet api twitter direct message apithis profile maintained historical research reference purpose onlythe twitter microblogging service includes two restful apis twitter rest api method allow developer access core twitter data includes update timeline status data user information search api method give developer method interact twitter search trend data api presently support following data format xml json r atom syndication format method accepting subset format,Head,629,0,1.5,3,2.0,pdxster,view comment portland oregon city council agenda,twitter
tail_success,Graph+BGE retrieves a Tail positive API,5307,Pdxster,Graph-only,3,1069,Youtube,data api allows user integrate program youtube allow perform many operation available website provides capability search video retrieve standard feed see related content program also authenticate user upload video modify user playlist integration used variety us developing web application allowing user upload video youtube device desktop application brings youtube experience new platform data api give user programmatic access video user information stored youtube used personalize web site application user existing information well perform action like commenting rating video restful api provides response xml format,Head,513,0,1.0,3,3.0,pdxster,view comment portland oregon city council agenda,youtube
tail_success,Graph+BGE retrieves a Tail positive API,5307,Pdxster,Graph-only,4,90,Flickr,flickr api used retrieve photo flickr photo sharing service using variety feed public photo video favorite friend group pool discussion api also used upload photo videothe flickr api support many protocol including rest soap xmlrpc response formatted xml xmlrpc json php documentation included 14 api kit library,Head,458,0,0.7,3,4.333333333333333,pdxster,view comment portland oregon city council agenda,flickr
tail_success,Graph+BGE retrieves a Tail positive API,5307,Pdxster,Graph-only,5,867,Facebook,api longer available function split among following apis facebook ad facebook atlas facebook graph facebook marketing profile maintained purely historical research purposesthe facebook api platform building application available member social network facebook api allows application use social connection profile information make application involving publish activity news feed profile page facebook subject individual user privacy setting api user add social context application utilizing profile friend page group photo event data api us restful protocol response json format,Head,354,0,0.65,3,4.666666666666667,pdxster,view comment portland oregon city council agenda,facebook
tail_success,Graph+BGE retrieves a Tail positive API,5307,Pdxster,Graph-only,6,96,Amazon Product Advertising,wa formerly ec ecommerce service ha renamed product advertising api api developer retrieve product information api expose amazon product data ecommerce functionality allows developer web site publisher others leverage amazon product discovery feature amazon us power business potentially make money amazon affiliate additionally api ha feature allowing developer advertise proucts let user search amazon product help user discover amazon product rest soap apis provided profile rest api,Head,322,0,0.5,3,6.0,pdxster,view comment portland oregon city council agenda,amazon-product-advertising
tail_success,Graph+BGE retrieves a Tail positive API,5307,Pdxster,Graph-only,7,1401,Last Fm,lastfm api give user ability build program using lastfm data whether web desktop mobile device restful api allows read write access full slate lastfm music data resource album artist playlist event user allows user call method respond either xml json,Head,178,0,0.4285714285714285,3,7.0,pdxster,view comment portland oregon city council agenda,last.fm
tail_success,Graph+BGE retrieves a Tail positive API,5307,Pdxster,Graph-only,8,634,Ebay,ebays primary web service found three following apis trading api designed provide robust support transactional activity service offered trading api allow developer list item manage user information get item information manage ebay sale purchase shopping api lightweight service optimized buyer shopping browsing shopping api let user take search ebay put site application api designed creation buying application fast response time finding api ebays next generation search api finding api provides relevant search result compared existing search apis ha array search refinement capability developer leverage finding api integrate robust searching browsing experience buying application note october 2011 ebay ha deprecated getsearchresults …,Head,164,0,0.35,3,8.666666666666666,pdxster,view comment portland oregon city council agenda,ebay
tail_success,Graph+BGE retrieves a Tail positive API,5307,Pdxster,Graph-only,9,712,Twilio,twilio provides simple hosted api markup language business quickly build scalable reliable advanced voice sm communication application twilio provides telephony infrastructure web service cloud enabling web programmer integrate realtime phone call application twilios simple payasyougo pricing model mean customer pay capacity need voice application written twilios cloud solution scale transparently eliminating programming operational contractual headache frequently associated rapid growth traffic spike twilio provides cloud api voice sm communication leverage existing web development skill resource infrastructure minimizes learning curve required build advanced reliable voice communication application solve critical business need syntax programming model focused making application development close requestresponse model web …,Head,270,0,0.3361111111111111,3,9.0,pdxster,view comment portland oregon city council agenda,twilio
tail_success,Graph+BGE retrieves a Tail positive API,5307,Pdxster,Graph-only,10,204,Google Search,note december 2006 api longer actively supported google suggest developer use google ajax search api,Head,138,0,0.1111111111111111,1,9.0,pdxster,view comment portland oregon city council agenda,google-search
tail_success,Graph+BGE retrieves a Tail positive API,5307,Pdxster,BGE-only,1,249,Pdxcouncilconnect,pdxcouncilconnect service portland oregon egovpdx group city technology department make api available access city council agenda voting information pdxcouncilconnect api provides developer access agenda session item information data includes location time well bureau affected vote occurs api also return voting information government api ha restful interface provides data json,Tail,1,1,3.0,3,1.0,pdxster,view comment portland oregon city council agenda,pdxcouncilconnect
tail_success,Graph+BGE retrieves a Tail positive API,5307,Pdxster,BGE-only,2,608,Trimet,obtain next arrival time detour route information transit agency serf metropolitan portland oregon usa trimet tricounty metropolitan transportation district oregon,Tail,1,0,1.5,3,2.0,pdxster,view comment portland oregon city council agenda,trimet
tail_success,Graph+BGE retrieves a Tail positive API,5307,Pdxster,BGE-only,3,415,Citysourced,citysourced real time mobile civic engagement tool citysourced provides 1 free simple intuitive tool empowering citizen identify civic issue graffiti trash pothole etc report city hall quick resolution 2 opportunity government use technology save money accountable govern 3 positive collaborative platform real civic action platform called citysourced empowers ordinary citizen crowd source solution common civic issue citysourced powered freedomspeaks apis,Unseen,0,0,1.0,3,3.0,pdxster,view comment portland oregon city council agenda,citysourced
tail_success,Graph+BGE retrieves a Tail positive API,5307,Pdxster,BGE-only,4,272,Govtrack US,site govtrackus track u congress reference legislation vote member congress congressional district congressional record database power site also made freely available several apis available apis url govtrack serve xml rather html intended called application retrieve data dynamically,Head,8,0,0.75,3,4.0,pdxster,view comment portland oregon city council agenda,govtrack.us
tail_success,Graph+BGE retrieves a Tail positive API,5307,Pdxster,BGE-only,5,744,Google Civic Information,google civic information api allows developer access civic information including polling place early vote location candidate data election official information use third party application api data available currently focus election related information api us restful call response formatted json,Tail,1,0,0.6000000000000001,3,5.0,pdxster,view comment portland oregon city council agenda,google-civic-information
tail_success,Graph+BGE retrieves a Tail positive API,5307,Pdxster,BGE-only,6,794,Transparency Data,transparency data resource federal lobbyist registration federal state campaign contribution see candidate ha received individual ha given much organization ha spent lobbying many query transparency data api give developer access search state federal campaign contribution data api feature restful interface return data via json csv,Tail,1,0,0.5,3,6.0,pdxster,view comment portland oregon city council agenda,transparency-data
tail_success,Graph+BGE retrieves a Tail positive API,5307,Pdxster,BGE-only,7,1135,Theyworkforyou,site theyworkforyoucom nonpartisan website run charity aim make easy people keep tab elected unelected representative parliament assembly,Unseen,0,0,0.4285714285714285,3,7.0,pdxster,view comment portland oregon city council agenda,theyworkforyou
tail_success,Graph+BGE retrieves a Tail positive API,5307,Pdxster,BGE-only,8,192,Maplight,maplight look connection campaign donation legislative vote effort reveal money influence politics maplight performs research supporting opposing interest legislative bill maplights bill position api provides tool discovering connection campaign donation legislative vote also mashed database contain information bill politicallyactive organization restful api return result json xml,Middle,2,0,0.375,3,8.0,pdxster,view comment portland oregon city council agenda,maplight
tail_success,Graph+BGE retrieves a Tail positive API,5307,Pdxster,BGE-only,9,957,Newscloud,site newscloud open community sharing discussing news newscloud reader submit story video around web read vote talk,Middle,2,0,0.3333333333333333,3,9.0,pdxster,view comment portland oregon city council agenda,newscloud
tail_success,Graph+BGE retrieves a Tail positive API,5307,Pdxster,BGE-only,10,518,Metro Realtime,metro realtime provides current uptotheminute location information bus rail line los angeles county information accessed api us restful protocol return response xml json jsonp,Tail,1,0,0.3,3,10.0,pdxster,view comment portland oregon city council agenda,metro-realtime
tail_success,Graph+BGE retrieves a Tail positive API,5307,Pdxster,Graph+BGE,1,1056,Technorati,site technorati recognized authority happening world live web right live web dynamic alwaysupdating portion web search surface organize blog form independent usergenerated content photo video voting etc increasingly referred citizen medium,Head,45,0,2.0,2,1.0,pdxster,view comment portland oregon city council agenda,technorati
tail_success,Graph+BGE retrieves a Tail positive API,5307,Pdxster,Graph+BGE,2,481,Sunlight Labs Congress,site set create uptodate database 110th congress provides basic clerical information member congress phone email district etc via api moreover provide converter method convert different id thereby facilitating bringing together data person different source complete package provided basic api method tie city zipcodes district latitudelongitude perfect webbased mashups,Head,18,0,1.5,3,3.333333333333333,pdxster,view comment portland oregon city council agenda,sunlight-labs-congress
tail_success,Graph+BGE retrieves a Tail positive API,5307,Pdxster,Graph+BGE,3,624,Google Maps,api longer available google map service split multiple apis including static map api street view image api direction apis distance matrix api elevation api geocoding api geolocation api place api road api time zone apithis page maintained purely historical research purposesthe google map api allow embedding google map onto web page outside developer using simple javascript interface flash interface designed work mobile device well traditional desktop browser application api includes language localization 50 language region localization geocoding ha mechanism enterprise developer want utilize google map api within intranet api http service accessed secure http connection google map api premier customer,Head,1898,0,1.0,2,2.0,pdxster,view comment portland oregon city council agenda,google-maps
